Code	Status	Partner_Agency	639_3	639_2	B_Code	bt_equiv	639_1	Reference_Name	Element_Scope	Language_Type	Documentation
dok	A	SIL	dok					Dondo	I	L	SIL
dol	A	SIL	dol					Doso	I	L	SIL
don	A	SIL	don					Toura (Papua New Guinea)	I	L	SIL
doo	A	SIL	doo					Dongo	I	L	SIL
dop	A	SIL	dop					Lukpa	I	L	SIL
doq	A	SIL	doq					Dominican Sign Language	I	L	SIL
dor	A	SIL	dor					Dori'o	I	L	SIL
dos	A	SIL	dos					Dogosé	I	L	SIL
dot	A	SIL	dot					Dass	I	L	SIL
dov	A	SIL	dov					Dombe	I	L	SIL
dow	A	SIL	dow					Doyayo	I	L	SIL
dox	A	SIL	dox					Bussa	I	L	SIL
doy	A	SIL	doy					Dompo	I	L	SIL
doz	A	SIL	doz					Dorze	I	L	SIL
dpp	A	SIL	dpp					Papar	I	L	SIL
dra	A	JAC		dra				Dravidian languages	C	Genetic	
drb	A	SIL	drb					Dair	I	L	SIL
drc	A	SIL	drc					Minderico	I	L	
drd	A	SIL	drd					Darmiya	I	L	SIL
dre	A	SIL	dre					Dolpo	I	L	SIL
drg	A	SIL	drg					Rungus	I	L	SIL
drh	R	SIL	drh					Darkhat	I	L	
dri	A	SIL	dri					C'lela	I	L	SIL
drl	A	SIL	drl					Paakantyi	I	L	SIL
drn	A	SIL	drn					West Damar	I	L	SIL
dro	A	SIL	dro					Daro-Matu Melanau	I	L	SIL
drq	A	SIL	drq					Dura	I	E	SIL
drr	A	SIL	drr					Dororo	I	E	SIL
drs	A	SIL	drs					Gedeo	I	L	SIL
drt	A	SIL	drt					Drents	I	L	SIL
dru	A	SIL	dru					Rukai	I	L	SIL
drw	R	SIL	drw					Darwazi	I	L	
dry	A	SIL	dry					Darai	I	L	SIL
dsb	A	JAC	dsb	dsb				Lower Sorbian	I	L	SIL
dse	A	SIL	dse					Dutch Sign Language	I	L	SIL
dsh	A	SIL	dsh					Daasanach	I	L	SIL
dsi	A	SIL	dsi					Disa	I	L	SIL
dsl	A	SIL	dsl					Danish Sign Language	I	L	SIL
dsn	A	SIL	dsn					Dusner	I	L	SIL
dso	A	SIL	dso					Desiya	I	L	SIL
dsq	A	SIL	dsq					Tadaksahak	I	L	SIL
dta	A	SIL	dta					Daur	I	L	SIL
dtb	A	SIL	dtb					Labuk-Kinabatangan Kadazan	I	L	SIL
dtd	A	SIL	dtd					Ditidaht	I	L	
dth	A	LL	dth					Adithinngithigh	I	E	
dti	A	SIL	dti					Ana Tinga Dogon	I	L	SIL
dtk	A	SIL	dtk					Tene Kan Dogon	I	L	SIL
dtm	A	SIL	dtm					Tomo Kan Dogon	I	L	SIL
dto	A	SIL	dto					Tommo So Dogon	I	L	
dtp	A	SIL	dtp					Central Dusun	I	L	SIL
dtr	A	SIL	dtr					Lotud	I	L	SIL
dts	A	SIL	dts					Toro So Dogon	I	L	SIL
dtt	A	SIL	dtt					Toro Tegu Dogon	I	L	SIL
dtu	A	SIL	dtu					Tebul Ure Dogon	I	L	SIL
dty	A	SIL	dty					Dotyali	I	L	
dua	A	JAC	dua	dua				Duala	I	L	SIL
dub	A	SIL	dub					Dubli	I	L	SIL
duc	A	SIL	duc					Duna	I	L	SIL
dud	A	SIL	dud					Hun-Saare	I	L	SIL
due	A	SIL	due					Umiray Dumaget Agta	I	L	SIL
duf	A	SIL	duf					Dumbea	I	L	SIL
dug	A	SIL	dug					Duruma	I	L	SIL
duh	A	SIL	duh					Dungra Bhil	I	L	SIL
dui	A	SIL	dui					Dumun	I	L	SIL
duj	A	SIL	duj					Dhuwal	I	L	SIL
duk	A	SIL	duk					Uyajitaya	I	L	SIL
dul	A	SIL	dul					Alabat Island Agta	I	L	SIL
dum	A	JAC	dum	dum				Middle Dutch (ca. 1050-1350)	I	H	LL
dun	A	SIL	dun					Dusun Deyah	I	L	SIL
duo	A	SIL	duo					Dupaninan Agta	I	L	SIL
dup	A	SIL	dup					Duano	I	L	SIL
duq	A	SIL	duq					Dusun Malang	I	L	SIL
dur	A	SIL	dur					Dii	I	L	SIL
dus	A	SIL	dus					Dumi	I	L	SIL
dut	A	JACB		dut		nld	nl	Dutch	I	L	
duu	A	SIL	duu					Drung	I	L	SIL
duv	A	SIL	duv					Duvle	I	L	SIL
duw	A	SIL	duw					Dusun Witu	I	L	SIL
dux	A	SIL	dux					Duungooma	I	L	SIL
duy	A	SIL	duy					Dicamay Agta	I	E	SIL
duz	A	SIL	duz					Duli	I	E	SIL
dva	A	SIL	dva					Duau	I	L	SIL
dwa	A	SIL	dwa					Diri	I	L	SIL
dwl	R	SIL	dwl					Walo Kumbe Dogon	I	L	
dwr	A	SIL	dwr					Dawro	I	L	
dws	A	LL	dws					Dutton World Speedwords	I	C	
dww	A	SIL	dww					Dawawa	I	L	SIL
dya	A	SIL	dya					Dyan	I	L	SIL
dyb	A	SIL	dyb					Dyaberdyaber	I	E	SIL
dyd	A	SIL	dyd					Dyugun	I	E	SIL
dyg	A	SIL	dyg					Villa Viciosa Agta	I	E	SIL
dyi	A	SIL	dyi					Djimini Senoufo	I	L	SIL
dyk	R	SIL	dyk					Land Dayak	I	L	
dym	A	SIL	dym					Yanda Dom Dogon	I	L	SIL
dyn	A	SIL	dyn					Dyangadi	I	L	SIL
dyo	A	SIL	dyo					Jola-Fonyi	I	L	SIL
dyu	A	JAC	dyu	dyu				Dyula	I	L	SIL
dyy	A	SIL	dyy					Dyaabugay	I	L	SIL
dza	A	SIL	dza					Tunzu	I	L	SIL
dzd	A	SIL	dzd					Daza	I	L	SIL
dzg	A	SIL	dzg					Dazaga	I	L	SIL
dzl	A	SIL	dzl					Dzalakha	I	L	SIL
dzn	A	SIL	dzn					Dzando	I	L	SIL
dzo	A	JAC	dzo	dzo			dz	Dzongkha	I	L	SIL
ebg	A	SIL	ebg					Ebughu	I	L	SIL
ebk	A	SIL	ebk					Eastern Bontok	I	L	
ebo	A	SIL	ebo					Teke-Ebo	I	L	SIL
ebr	A	SIL	ebr					Ebrié	I	L	SIL
ebu	A	SIL	ebu					Embu	I	L	SIL
ecr	A	LL	ecr					Eteocretan	I	A	
ecs	A	SIL	ecs					Ecuadorian Sign Language	I	L	SIL
ecy	A	LL	ecy					Eteocypriot	I	A	
eee	A	SIL	eee					E	I	L	SIL
efa	A	SIL	efa					Efai	I	L	SIL
efe	A	SIL	efe					Efe	I	L	SIL
efi	A	JAC	efi	efi				Efik	I	L	SIL
ega	A	SIL	ega					Ega	I	L	SIL
egl	A	SIL	egl					Emilian	I	L	
ego	A	SIL	ego					Eggon	I	L	SIL
egx	A	JAC5		egx				Egyptian languages	C	Genetic	
egy	A	JAC	egy	egy				Egyptian (Ancient)	I	A	LL
ehu	A	SIL	ehu					Ehueun	I	L	SIL
eip	A	SIL	eip					Eipomek	I	L	SIL
eit	A	SIL	eit					Eitiep	I	L	SIL
eiv	A	SIL	eiv					Askopan	I	L	SIL
eja	A	SIL	eja					Ejamat	I	L	SIL
eka	A	JAC	eka	eka				Ekajuk	I	L	SIL
eke	A	SIL	eke					Ekit	I	L	SIL
ekg	A	SIL	ekg					Ekari	I	L	SIL
eki	A	SIL	eki					Eki	I	L	SIL
ekk	A	SIL	ekk					Standard Estonian	I	L	
ekl	A	SIL	ekl					Kol (Bangladesh)	I	L	
ekm	A	SIL	ekm					Elip	I	L	SIL
eko	A	SIL	eko					Koti	I	L	SIL
ekp	A	SIL	ekp					Ekpeye	I	L	SIL
ekr	A	SIL	ekr					Yace	I	L	SIL
eky	A	SIL	eky					Eastern Kayah	I	L	SIL
ele	A	SIL	ele					Elepi	I	L	SIL
elh	A	SIL	elh					El Hugeirat	I	L	SIL
eli	A	SIL	eli					Nding	I	E	SIL
elk	A	SIL	elk					Elkei	I	L	SIL
ell	A	JAC	ell	ell	gre	gre	el	Modern Greek (1453-)	I	L	SIL
elm	A	SIL	elm					Eleme	I	L	SIL
elo	A	SIL	elo					El Molo	I	L	SIL
elp	R	SIL	elp					Elpaputih	I	L	
elu	A	SIL	elu					Elu	I	L	SIL
elx	A	JAC	elx	elx				Elamite	I	A	LL
ema	A	SIL	ema					Emai-Iuleha-Ora	I	L	SIL
emb	A	SIL	emb					Embaloh	I	L	SIL
eme	A	SIL	eme					Emerillon	I	L	SIL
emg	A	SIL	emg					Eastern Meohang	I	L	SIL
emi	A	SIL	emi					Mussau-Emira	I	L	SIL
emk	A	SIL	emk					Eastern Maninkakan	I	L	SIL
eml	R	SIL	eml					Emiliano-Romagnolo	I	L	
emm	A	LL	emm					Mamulique	I	E	
emn	A	SIL	emn					Eman	I	L	SIL
emo	A	SIL	emo					Emok	I	E	SIL
emp	A	SIL	emp					Northern Emberá	I	L	SIL
ems	A	SIL	ems					Pacific Gulf Yupik	I	L	SIL
emu	A	SIL	emu					Eastern Muria	I	L	SIL
emw	A	SIL	emw					Emplawas	I	L	SIL
emx	A	SIL	emx					Erromintxela	I	L	
emy	A	LL	emy					Epigraphic Mayan	I	E	
ena	A	SIL	ena					Apali	I	L	SIL
enb	A	SIL	enb					Markweeta	I	L	SIL
enc	A	SIL	enc					En	I	L	SIL
end	A	SIL	end					Ende	I	L	SIL
enf	A	SIL	enf					Forest Enets	I	L	SIL
eng	A	JAC	eng	eng			en	English	I	L	SIL
enh	A	SIL	enh					Tundra Enets	I	L	SIL
eni	R	SIL	eni					Enim	I	L	
enm	A	JAC	enm	enm				Middle English (1100-1500)	I	H	LL
enn	A	SIL	enn					Engenni	I	L	SIL
eno	A	SIL	eno					Enggano	I	L	SIL
enq	A	SIL	enq					Enga	I	L	SIL
enr	A	SIL	enr					Emumu	I	L	SIL
enu	A	SIL	enu					Enu	I	L	SIL
env	A	SIL	env					Enwan (Edu State)	I	L	SIL
enw	A	SIL	enw					Enwan (Akwa Ibom State)	I	L	SIL
eot	A	SIL	eot					Beti (Côte d'Ivoire)	I	L	SIL
epi	A	SIL	epi					Epie	I	L	SIL
epo	A	JAC	epo	epo			eo	Esperanto	I	C	
era	A	SIL	era					Eravallan	I	L	
erg	A	SIL	erg					Sie	I	L	SIL
erh	A	SIL	erh					Eruwa	I	L	SIL
eri	A	SIL	eri					Ogea	I	L	SIL
erk	A	SIL	erk					South Efate	I	L	SIL
ero	A	SIL	ero					Horpa	I	L	SIL
err	A	SIL	err					Erre	I	E	SIL
ers	A	SIL	ers					Ersu	I	L	SIL
ert	A	SIL	ert					Eritai	I	L	SIL
erw	A	SIL	erw					Erokwanas	I	L	SIL
ese	A	SIL	ese					Ese Ejja	I	L	SIL
esh	A	SIL	esh					Eshtehardi	I	L	SIL
esi	A	SIL	esi					North Alaskan Inupiatun	I	L	SIL
esk	A	SIL	esk					Northwest Alaska Inupiatun	I	L	SIL
esl	A	SIL	esl					Egypt Sign Language	I	L	SIL
esm	A	LL	esm					Esuma	I	E	
esn	A	SIL	esn					Salvadoran Sign Language	I	L	SIL
eso	A	SIL	eso					Estonian Sign Language	I	L	SIL
esq	A	SIL	esq					Esselen	I	E	SIL
ess	A	SIL	ess					Central Siberian Yupik	I	L	SIL
est	A	JAC	est	est			et	Estonian	M	L	SIL
esu	A	SIL	esu					Central Yupik	I	L	SIL
esx	A	JAC5		esx				Eskimo-Aleut languages	C	Genetic	
etb	A	SIL	etb					Etebi	I	L	SIL
etc	A	LL	etc					Etchemin	I	E	
eth	A	SIL	eth					Ethiopian Sign Language	I	L	SIL
etn	A	SIL	etn					Eton (Vanuatu)	I	L	SIL
eto	A	SIL	eto					Eton (Cameroon)	I	L	SIL
etr	A	SIL	etr					Edolo	I	L	SIL
ets	A	SIL	ets					Yekhee	I	L	SIL
ett	A	LL	ett					Etruscan	I	A	
etu	A	SIL	etu					Ejagham	I	L	SIL
etx	A	SIL	etx					Eten	I	L	SIL
etz	A	SIL	etz					Semimi	I	L	SIL
euq	A	JAC5		euq				"	Basque (family)"	C	Genetic	
eur	R	SIL	eur					Europanto	I	C	
eus	A	JAC	eus	eus	baq	baq	eu	Basque	I	L	SIL
eve	A	SIL	eve					Even	I	L	SIL
evh	A	SIL	evh					Uvbie	I	L	SIL
evn	A	SIL	evn					Evenki	I	L	SIL
ewe	A	JAC	ewe	ewe			ee	Ewe	I	L	SIL
ewo	A	JAC	ewo	ewo				Ewondo	I	L	SIL
ext	A	SIL	ext					Extremaduran	I	L	SIL
eya	A	SIL	eya					Eyak	I	E	SIL
eyo	A	SIL	eyo					Keiyo	I	L	
eze	A	SIL	eze					Uzekwe	I	L	SIL
faa	A	SIL	faa					Fasu	I	L	SIL
fab	A	SIL	fab					Fa D'ambu	I	L	SIL
fad	A	SIL	fad					Wagi	I	L	SIL
faf	A	SIL	faf					Fagani	I	L	SIL
fag	A	SIL	fag					Finongan	I	L	SIL
fah	A	SIL	fah					Baissa Fali	I	L	SIL
fai	A	SIL	fai					Faiwol	I	L	SIL
faj	A	SIL	faj					Faita	I	L	SIL
fak	A	SIL	fak					Fang (Cameroon)	I	L	SIL
fal	A	SIL	fal					South Fali	I	L	SIL
fam	A	SIL	fam					Fam	I	L	SIL
fan	A	JAC	fan	fan				Fang (Equatorial Guinea)	I	L	SIL
fao	A	JAC	fao	fao			fo	Faroese	I	L	SIL
fap	A	SIL	fap					Palor	I	L	SIL
far	A	SIL	far					Fataleka	I	L	SIL
fas	A	JAC	fas	fas	per	per	fa	Persian	M	L	
fat	A	JAC	fat	fat				Fanti	I	L	
fau	A	SIL	fau					Fayu	I	L	SIL
fax	A	SIL	fax					Fala	I	L	SIL
fay	A	SIL	fay					Southwestern Fars	I	L	SIL
faz	A	SIL	faz					Northwestern Fars	I	L	SIL
fbl	A	SIL	fbl					West Albay Bikol	I	L	
fcs	A	SIL	fcs					Quebec Sign Language	I	L	SIL
fer	A	SIL	fer					Feroge	I	L	SIL
ffi	A	SIL	ffi					Foia Foia	I	L	
ffm	A	SIL	ffm					Maasina Fulfulde	I	L	SIL
fgr	A	SIL	fgr					Fongoro	I	L	SIL
fia	A	SIL	fia					Nobiin	I	L	SIL
fie	A	SIL	fie					Fyer	I	L	SIL
fij	A	JAC	fij	fij			fj	Fijian	I	L	SIL
fil	A	JAC	fil	fil				Filipino	I	L	SIL
fin	A	JAC	fin	fin			fi	Finnish	I	L	SIL
fip	A	SIL	fip					Fipa	I	L	SIL
fir	A	SIL	fir					Firan	I	L	SIL
fit	A	SIL	fit					Tornedalen Finnish	I	L	SIL
fiu	A	JAC		fiu				Finno-Ugrian languages	C	Genetic	
fiw	A	SIL	fiw					Fiwaga	I	L	SIL
fiz	R	SIL	fiz					Izere	I	L	
fkk	A	SIL	fkk					Kirya-Konzəl	I	L	
fkv	A	SIL	fkv					Kven Finnish	I	L	SIL
fla	A	SIL	fla					Kalispel-Pend d'Oreille	I	L	SIL
flh	A	SIL	flh					Foau	I	L	SIL
fli	A	SIL	fli					Fali	I	L	SIL
fll	A	SIL	fll					North Fali	I	L	SIL
flm	R	SIL	flm					Falam Chin	I	L	
fln	A	SIL	fln					Flinders Island	I	E	SIL
flr	A	SIL	flr					Fuliiru	I	L	SIL
fly	A	SIL	fly					Tsotsitaal	I	L	SIL
fmp	A	SIL	fmp					Fe'fe'	I	L	SIL
fmu	A	SIL	fmu					Far Western Muria	I	L	SIL
fng	A	SIL	fng					Fanagalo	I	L	SIL
fni	A	SIL	fni					Fania	I	L	SIL
fod	A	SIL	fod					Foodo	I	L	SIL
foi	A	SIL	foi					Foi	I	L	SIL
fom	A	SIL	fom					Foma	I	L	SIL
fon	A	JAC	fon	fon				Fon	I	L	SIL
for	A	SIL	for					Fore	I	L	SIL
fos	A	SIL	fos					Siraya	I	E	SIL
fox	A	JAC5		fox				Formosan languages	C	Genetic	
fpe	A	SIL	fpe					Fernando Po Creole English	I	L	SIL
fqs	A	SIL	fqs					Fas	I	L	SIL
fra	A	JAC	fra	fra	fre	fre	fr	French	I	L	SIL
frc	A	SIL	frc					Cajun French	I	L	SIL
frd	A	SIL	frd					Fordata	I	L	SIL
fre	A	JACB		fre		fra	fr	French	I	L	
fri	R	SIL	fri					Western Frisian	I	L	
frk	A	SIL	frk					Frankish	I	E	SIL
frm	A	JAC	frm	frm				Middle French (ca. 1400-1600)	I	H	LL
fro	A	JAC	fro	fro				Old French (842-ca. 1400)	I	H	LL
frp	A	SIL	frp					Arpitan	I	L	SIL
frq	A	SIL	frq					Forak	I	L	SIL
frr	A	JAC	frr	frr				Northern Frisian	I	L	SIL
frs	A	JAC	frs	frs				Eastern Frisian	I	L	SIL
frt	A	SIL	frt					Fortsenal	I	L	SIL
fry	A	JAC	fry	fry			fy	Western Frisian	I	L	SIL
fse	A	SIL	fse					Finnish Sign Language	I	L	SIL
fsl	A	SIL	fsl					French Sign Language	I	L	SIL
fss	A	SIL	fss					Finland-Swedish Sign Language	I	L	SIL
fub	A	SIL	fub					Adamawa Fulfulde	I	L	SIL
fuc	A	SIL	fuc					Pulaar	I	L	SIL
fud	A	SIL	fud					East Futuna	I	L	SIL
fue	A	SIL	fue					Borgu Fulfulde	I	L	SIL
fuf	A	SIL	fuf					Pular	I	L	SIL
fuh	A	SIL	fuh					Western Niger Fulfulde	I	L	SIL
fui	A	SIL	fui					Bagirmi Fulfulde	I	L	SIL
fuj	A	SIL	fuj					Ko	I	L	SIL
ful	A	JAC	ful	ful			ff	Fulah	M	L	
fum	A	SIL	fum					Fum	I	L	SIL
fun	A	SIL	fun					Fulniô	I	L	SIL
fuq	A	SIL	fuq					Central-Eastern Niger Fulfulde	I	L	SIL
fur	A	JAC	fur	fur				Friulian	I	L	SIL
fut	A	SIL	fut					Futuna-Aniwa	I	L	SIL
fuu	A	SIL	fuu					Furu	I	L	SIL
fuv	A	SIL	fuv					Nigerian Fulfulde	I	L	SIL
fuy	A	SIL	fuy					Fuyug	I	L	SIL
fvr	A	SIL	fvr					Fur	I	L	SIL
fwa	A	SIL	fwa					Fwâi	I	L	SIL
fwe	A	SIL	fwe					Fwe	I	L	SIL
gaa	A	JAC	gaa	gaa				Ga	I	L	SIL
gab	A	SIL	gab					Gabri	I	L	SIL
gac	A	SIL	gac					Mixed Great Andamanese	I	L	
gad	A	SIL	gad					Gaddang	I	L	SIL
gae	A	SIL	gae					Guarequena	I	L	SIL
gaf	A	SIL	gaf					Gende	I	L	SIL
gag	A	SIL	gag					Gagauz	I	L	SIL
gah	A	SIL	gah					Alekano	I	L	SIL
gai	A	SIL	gai					Borei	I	L	SIL
gaj	A	SIL	gaj					Gadsup	I	L	SIL
gak	A	SIL	gak					Gamkonora	I	L	SIL
gal	A	SIL	gal					Galoli	I	L	SIL
gam	A	SIL	gam					Kandawo	I	L	SIL
gan	A	SIL	gan					Gan Chinese	I	L	SIL
gao	A	SIL	gao					Gants	I	L	SIL
gap	A	SIL	gap					Gal	I	L	SIL
gaq	A	SIL	gaq					Gata'	I	L	SIL
gar	A	SIL	gar					Galeya	I	L	SIL
gas	A	SIL	gas					Adiwasi Garasia	I	L	SIL
gat	A	SIL	gat					Kenati	I	L	SIL
gau	A	SIL	gau					Mudhili Gadaba	I	L	SIL
gav	R	SIL	gav					Gabutamon	I	L	
gaw	A	SIL	gaw					Nobonob	I	L	SIL
gax	A	SIL	gax					Borana-Arsi-Guji Oromo	I	L	SIL
gay	A	JAC	gay	gay				Gayo	I	L	SIL
gaz	A	SIL	gaz					West Central Oromo	I	L	SIL
gba	A	JAC	gba	gba				Gbaya (Central African Republic)	M	L	
gbb	A	SIL	gbb					Kaytetye	I	L	SIL
gbc	R	SIL	gbc					Garawa	I	L	
gbd	A	SIL	gbd					Karadjeri	I	L	SIL
gbe	A	SIL	gbe					Niksek	I	L	SIL
gbf	A	SIL	gbf					Gaikundi	I	L	SIL
gbg	A	SIL	gbg					Gbanziri	I	L	SIL
gbh	A	SIL	gbh					Defi Gbe	I	L	SIL
gbi	A	SIL	gbi					Galela	I	L	SIL
gbj	A	SIL	gbj					Bodo Gadaba	I	L	SIL
gbk	A	SIL	gbk					Gaddi	I	L	SIL
gbl	A	SIL	gbl					Gamit	I	L	SIL
gbm	A	SIL	gbm					Garhwali	I	L	SIL
gbn	A	SIL	gbn					Mo'da	I	L	SIL
gbo	A	SIL	gbo					Northern Grebo	I	L	SIL
gbp	A	SIL	gbp					Gbaya-Bossangoa	I	L	SIL
gbq	A	SIL	gbq					Gbaya-Bozoum	I	L	SIL
gbr	A	SIL	gbr					Gbagyi	I	L	SIL
gbs	A	SIL	gbs					Gbesi Gbe	I	L	SIL
gbu	A	SIL	gbu					Gagadu	I	L	SIL
gbv	A	SIL	gbv					Gbanu	I	L	SIL
gbx	A	SIL	gbx					Eastern Xwla Gbe	I	L	SIL
gby	A	SIL	gby					Gbari	I	L	SIL
gbz	A	SIL	gbz					Zoroastrian Dari	I	L	SIL
gcc	A	SIL	gcc					Mali	I	L	SIL
gcd	A	SIL	gcd					Ganggalida	I	E	SIL
gce	A	SIL	gce					Galice	I	E	SIL
gcf	A	SIL	gcf					Guadeloupean Creole French	I	L	SIL
gcl	A	SIL	gcl					Grenadian Creole English	I	L	SIL
gcn	A	SIL	gcn					Gaina	I	L	SIL
gcr	A	SIL	gcr					Guianese Creole French	I	L	SIL
gct	A	SIL	gct					Colonia Tovar German	I	L	SIL
gda	A	SIL	gda					Gade Lohar	I	L	SIL
gdb	A	SIL	gdb					Pottangi Ollar Gadaba	I	L	SIL
gdc	A	SIL	gdc					Gugu Badhun	I	E	SIL
gdd	A	SIL	gdd					Gedaged	I	L	SIL
gde	A	SIL	gde					Gude	I	L	SIL
gdf	A	SIL	gdf					Guduf-Gava	I	L	SIL
gdg	A	SIL	gdg					Ga'dang	I	L	SIL
gdh	A	SIL	gdh					Gadjerawang	I	L	SIL
gdi	A	SIL	gdi					Gundi	I	L	SIL
gdj	A	SIL	gdj					Gurdjar	I	L	SIL
gdk	A	SIL	gdk					Gadang	I	L	SIL
gdl	A	SIL	gdl					Dirasha	I	L	SIL
gdm	A	SIL	gdm					Laal	I	L	SIL
gdn	A	SIL	gdn					Umanakaina	I	L	SIL
gdo	A	SIL	gdo					Ghodoberi	I	L	SIL
gdq	A	SIL	gdq					Mehri	I	L	SIL
gdr	A	SIL	gdr					Wipi	I	L	SIL
gds	A	SIL	gds					Ghandruk Sign Language	I	L	
gdu	A	SIL	gdu					Gudu	I	L	SIL
gdx	A	SIL	gdx					Godwari	I	L	SIL
gea	A	SIL	gea					Geruma	I	L	SIL
geb	A	SIL	geb					Kire	I	L	SIL
gec	A	SIL	gec					Gboloo Grebo	I	L	SIL
ged	A	SIL	ged					Gade	I	L	SIL
geg	A	SIL	geg					Gengle	I	L	SIL
geh	A	SIL	geh					Hutterite German	I	L	SIL
gei	A	SIL	gei					Gebe	I	L	SIL
gej	A	SIL	gej					Gen	I	L	SIL
gek	A	SIL	gek					Yiwom	I	L	SIL
gel	A	SIL	gel					ut-Ma'in	I	L	SIL
gem	A	JAC		gem				Germanic languages	C	Genetic	
gen	R	SIL	gen					Geman Deng	I	L	
geo	A	JACB		geo		kat	ka	Georgian	I	L	
geq	A	SIL	geq					Geme	I	L	SIL
ger	A	JACB		ger		deu	de	German	I	L	
ges	A	SIL	ges					Geser-Gorom	I	L	SIL
gew	A	SIL	gew					Gera	I	L	SIL
gex	A	SIL	gex					Garre	I	L	SIL
gey	A	SIL	gey					Enya	I	L	SIL
gez	A	JAC	gez	gez				Geez	I	A	SIL
gfk	A	SIL	gfk					Patpatar	I	L	SIL
gft	A	SIL	gft					Gafat	I	E	SIL
gfx	A	SIL	gfx					Mangetti Dune !Xung	I	L	
gga	A	SIL	gga					Gao	I	L	SIL
ggb	A	SIL	ggb					Gbii	I	L	SIL
ggd	A	SIL	ggd					Gugadj	I	E	SIL
gge	A	SIL	gge					Guragone	I	L	SIL
ggg	A	SIL	ggg					Gurgula	I	L	SIL
ggh	R	SIL	ggh					Garreh-Ajuran	I	L	
ggk	A	SIL	ggk					Kungarakany	I	E	SIL
ggl	A	SIL	ggl					Ganglau	I	L	SIL
ggn	A	SIL	ggn					Eastern Gurung	I	L	SIL
ggo	A	SIL	ggo					Southern Gondi	I	L	SIL
ggr	A	SIL	ggr					Aghu Tharnggalu	I	E	SIL
ggt	A	SIL	ggt					Gitua	I	L	SIL
ggu	A	SIL	ggu					Gagu	I	L	SIL
ggw	A	SIL	ggw					Gogodala	I	L	SIL
gha	A	SIL	gha					Ghadamès	I	L	SIL
ghc	A	SIL	ghc					Hiberno-Scottish Gaelic	I	E	SIL
ghe	A	SIL	ghe					Southern Ghale	I	L	SIL
ghh	A	SIL	ghh					Northern Ghale	I	L	SIL
ghk	A	SIL	ghk					Geko Karen	I	L	SIL
ghl	A	SIL	ghl					Ghulfan	I	L	SIL
ghn	A	SIL	ghn					Ghanongga	I	L	SIL
gho	A	SIL	gho					Ghomara	I	E	SIL
ghr	A	SIL	ghr					Ghera	I	L	SIL
ghs	A	SIL	ghs					Guhu-Samane	I	L	SIL
ght	A	SIL	ght					Kuke	I	L	SIL
gia	A	SIL	gia					Kitja	I	L	SIL
gib	A	SIL	gib					Gibanawa	I	L	SIL
gic	A	SIL	gic					Gail	I	L	SIL
gid	A	SIL	gid					Gidar	I	L	SIL
gig	A	SIL	gig					Goaria	I	L	SIL
gil	A	JAC	gil	gil				Gilbertese	I	L	SIL
gim	A	SIL	gim					Gimi (Eastern Highlands)	I	L	SIL
gin	A	SIL	gin					Hinukh	I	L	SIL
gio	R	SIL	gio					Gelao	I	L	
gip	A	SIL	gip					Gimi (West New Britain)	I	L	SIL
giq	A	SIL	giq					Green Gelao	I	L	SIL
gir	A	SIL	gir					Red Gelao	I	L	SIL
gis	A	SIL	gis					North Giziga	I	L	SIL
git	A	SIL	git					Gitxsan	I	L	SIL
giu	A	SIL	giu					Mulao	I	L	
giw	A	SIL	giw					White Gelao	I	L	SIL
gix	A	SIL	gix					Gilima	I	L	SIL
giy	A	SIL	giy					Giyug	I	L	SIL
giz	A	SIL	giz					South Giziga	I	L	SIL
gji	A	SIL	gji					Geji	I	L	SIL
gjk	A	SIL	gjk					Kachi Koli	I	L	SIL
gjn	A	SIL	gjn					Gonja	I	L	SIL
gju	A	SIL	gju					Gujari	I	L	SIL
gka	A	SIL	gka					Guya	I	L	SIL
gke	A	SIL	gke					Ndai	I	L	SIL
gkn	A	SIL	gkn					Gokana	I	L	SIL
gko	A	LL	gko					Kok-Nar	I	E	
gkp	A	SIL	gkp					Guinea Kpelle	I	L	SIL
gla	A	JAC	gla	gla			gd	Scottish Gaelic	I	L	SIL
glc	A	SIL	glc					Bon Gula	I	L	SIL
gld	A	SIL	gld					Nanai	I	L	SIL
gle	A	JAC	gle	gle			ga	Irish	I	L	SIL
glg	A	JAC	glg	glg			gl	Galician	I	L	SIL
glh	A	SIL	glh					Northwest Pashayi	I	L	SIL
gli	A	SIL	gli					Guliguli	I	E	SIL
glj	A	SIL	glj					Gula Iro	I	L	SIL
glk	A	SIL	glk					Gilaki	I	L	SIL
glo	A	SIL	glo					Galambu	I	L	SIL
glr	A	SIL	glr					Glaro-Twabo	I	L	SIL
glu	A	SIL	glu					Gula (Chad)	I	L	SIL
glv	A	JAC	glv	glv			gv	Manx	I	L	SIL
glw	A	SIL	glw					Glavda	I	L	SIL
gly	A	SIL	gly					Gule	I	E	SIL
gma	A	SIL	gma					Gambera	I	E	SIL
gmb	A	SIL	gmb					Gula'alaa	I	L	SIL
gmd	A	SIL	gmd					Mághdì	I	L	SIL
gme	A	JAC5		gme				East Germanic languages	C	Genetic	
gmh	A	JAC	gmh	gmh				Middle High German (ca. 1050-1500)	I	H	LL
gml	A	LL	gml					Middle Low German	I	H	
gmm	A	SIL	gmm					Gbaya-Mbodomo	I	L	SIL
gmn	A	SIL	gmn					Gimnime	I	L	SIL
gmo	R	SIL	gmo					Gamo-Gofa-Dawro	I	L	
